otu name,16rRNA,Kingdom,Phylum,Class,Order,Family,Genus,Species,AK001,AK002,AK003,AK004,AK005,AK006,AK007,AK008,AK009,AK010,AK011,AK012,AK013,AK014,AK015,AK016,AK017,AK018,AK019,AK020,AK021,AK022,AK023,AK024,AK025,AK026,AK027,AK028,AK029,AK030,AK031,AK032,AK033,AK034,AK035,AK036,AK037,AK038,AK039,AK040,AK041,AK042,AK043,AK044,AK045,AK046,AK047,AK048,AK049,AK050,AK051,AK052,AK053,AK054,AK055,AK056,AK057,AK058,AK059,AK060,AK061,AK062,AK063,AK064,AK065,AK066,AK067,AK068,AK069,AK070,AK071,AK072,AK073,AK074,AK075,AK076,AK077,AK078,AK079,AK080,AK081,AK082,AK083,AK084,AK085,AK086,AK087,AK088,AK089,AK090,AK091,AK092,AK093,AK094,AK095,AK096,AK097,AK098,AK099,AK100,AK101
OTU_153,uncultured sphaerotilus sp. ,k__bacteria,p__proteobacteria,c__betaproteobacteria,o__burkholderiales,f__burkholderiales,g__sphaerotilus,s__sphaerotilus spp.,0.954242509,1.041392685,0.698970004,0.698970004,0.477121255,1.431363764,0.77815125,0.698970004,0.698970004,0.602059991,0.84509804,0.84509804,0.602059991,0.77815125,0.77815125,0.77815125,0.477121255,0.301029996,1.397940009,1.176091259,2.419955748,3.113274692,2.195899652,1.505149978,1.278753601,3.023663918,3.061452479,2.257678575,2.120573931,3.206286044,2.531478917,3.849910558,2.540329475,2.303196057,2.521138084,1.361727836,2.133538908,0.698970004,1,1.255272505,1.591064607,1.397940009,1.653212514,1.716003344,1.204119983,2.133538908,1.851258349,1.531478917,0.698970004,0.602059991,1,0.77815125,0.602059991,0.602059991,0.477121255,0.301029996,0.602059991,0,1.72427587,1.380211242,0.602059991,1.544068044,1.698970004,2.385606274,3.009875634,1.491361694,1.770852012,1.342422681,1.934498451,0,0.602059991,0,0.698970004,0,0.84509804,0,0.477121255,0,0,0,0,0.477121255,0.698970004,0,0,0,0.477121255,0.301029996,0.477121255,0.477121255,0,0,0,0.301029996,0,0.301029996,0,0,0,0.301029996,0.602059991
OTU_137,ay117150.1 blastochloris sulfoviridis str. wai3g1e  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__hyphomicrobiaceae,g__blastochloris,s__blastochloris sulfoviridis,1.146128036,0.903089987,0.698970004,1.447158031,1.342422681,1.477121255,0.698970004,1.079181246,0.301029996,0.698970004,1.361727836,1.230448921,0.602059991,1.301029996,0.301029996,1.568201724,0.954242509,0.477121255,1.230448921,1.51851394,2.338456494,2.721810615,2.537819095,0.903089987,1.041392685,3.117933835,2.736396502,2.389166084,1.897627091,2.348304863,2.781755375,2.636487896,2.298853076,2.925312091,2.198657087,1.079181246,1.77815125,0.477121255,1.397940009,0.84509804,1.681241237,1.301029996,1.954242509,1.77815125,0.77815125,2.285557309,2.639486489,2.730782276,1.079181246,0.602059991,1.462397998,1.204119983,0.602059991,0.477121255,0.301029996,0,0.301029996,0.477121255,1,0.698970004,1.113943352,1,1.146128036,1.819543936,2.23299611,0.77815125,1.919078092,0.84509804,1.819543936,0,0.477121255,0,0,0,0.698970004,0,0.301029996,0,0,0.477121255,0,0,0.477121255,0.477121255,0,0.301029996,0.602059991,0.301029996,0.301029996,0.301029996,0.301029996,0,0,0.84509804,0,0.477121255,0,0,0,0.477121255,0.477121255
OTU_224,gq046326.1 topographical and temporal human skin microbiome skin volar forearm clone nbw996c01c1  ,k__bacteria,p__actinobacteria,c__actinobacteria,o__actinomycetales,f__micrococcaceae,g__rothia,s__rothia dentocariosa,1.716003344,0.477121255,0.77815125,1.491361694,0.698970004,1.447158031,2.686636269,0.301029996,0.602059991,0.602059991,0.602059991,1.113943352,2.471291711,1.176091259,0.301029996,1.146128036,1.230448921,0.698970004,0.903089987,2.598790507,0.954242509,0.477121255,0.698970004,0.698970004,2.257678575,0.84509804,0.477121255,0.84509804,0.698970004,0.301029996,0.477121255,0,0,0.477121255,0.698970004,0.84509804,0.903089987,0,0.903089987,0.602059991,1.230448921,1.86923172,0.698970004,0.903089987,0.301029996,0.903089987,0.954242509,2.204119983,0.903089987,3.219060332,1.230448921,1.278753601,0.698970004,0.77815125,1.740362689,0.698970004,1.380211242,1.079181246,1.204119983,1.740362689,1,1.491361694,1.505149978,1.531478917,1.176091259,1.041392685,1.230448921,1.755874856,0.84509804,2.608526034,2.178976947,0.301029996,0.77815125,2.622214023,1,2.883093359,1.041392685,0.301029996,0,1.84509804,1.204119983,2.565847819,0.954242509,0.84509804,0.477121255,0.698970004,0.602059991,0,0.477121255,0.903089987,0.602059991,0.602059991,0,0.954242509,0.77815125,1.146128036,1,0,0,0.602059991,1.146128036
OTU_86,uncultured sphaerotilus sp. ,k__bacteria,p__proteobacteria,c__betaproteobacteria,o__burkholderiales,f__burkholderiales,g__sphaerotilus,s__sphaerotilus spp.,0.84509804,1.079181246,0.954242509,0.903089987,0.954242509,1.230448921,0.84509804,0.602059991,0.477121255,0,0.77815125,1.079181246,0.903089987,0.477121255,0.84509804,0.77815125,0.477121255,0.602059991,1.278753601,1.826074803,3.249687428,2.748962861,3.333245699,1.342422681,1.146128036,2.655138435,2.986771734,2.53529412,2.686636269,2.607455023,2.439332694,2.716003344,2.758911892,3.0523091,2.271841607,0.84509804,2.079181246,0.477121255,1.079181246,1,1.568201724,1.380211242,1.602059991,1.579783597,1.278753601,2.683947131,2.899273187,2.501059262,0.77815125,0.698970004,0.84509804,0.77815125,0,0.301029996,0.477121255,0.477121255,0.698970004,0,1.643452676,1.041392685,0.698970004,1.301029996,1.491361694,2.220108088,2.472756449,1.230448921,2.572871602,1,1.301029996,0,0.301029996,0.301029996,0.477121255,0,0.301029996,0,0.301029996,0,0,0,0,0,0.301029996,0.301029996,0,0,0.477121255,0,0,0,0.301029996,0.477121255,0,0.477121255,0,0.602059991,0,0,0,0,0.698970004
OTU_165,uncultured cytophaga sp. ,k__bacteria,p__bacteroidetes,c__cytophagia,o__cytophagales,f__cytophagaceae,g__cytophaga,s__cytophaga spp.,0.77815125,0.602059991,0,1.041392685,0,0.602059991,1,0,0.301029996,0.301029996,0.698970004,0,0.301029996,0.77815125,0.301029996,0.301029996,0,0.301029996,0.477121255,0.698970004,1.462397998,1.146128036,1.301029996,0.477121255,0.301029996,1.531478917,1.342422681,1.707570176,1.380211242,1.301029996,1.322219295,1.612783857,1.079181246,1.505149978,1.643452676,0.77815125,1.301029996,0.84509804,1.255272505,2.501059262,2.846337112,2.695481676,1.361727836,1.113943352,0.84509804,0.954242509,1.041392685,0.84509804,0.84509804,0.698970004,0.477121255,1.301029996,0.954242509,0.77815125,1.146128036,0.698970004,1.491361694,1.301029996,3.271841607,1.959041392,1.556302501,3.539076099,3.10720997,1.544068044,2.173186268,1.86332286,2.220108088,1.698970004,1.397940009,0.602059991,1.278753601,0.477121255,1,0.602059991,1.342422681,0.602059991,0.84509804,0.477121255,0.477121255,0.602059991,0.301029996,1.113943352,1.113943352,0.477121255,0.954242509,0.602059991,0.698970004,0.477121255,0.903089987,0.77815125,0.84509804,0.77815125,0.698970004,1.342422681,0.602059991,0.903089987,1.079181246,0,0,0.301029996,1.255272505
OTU_111,uncultured desulfocapsa sp. ,k__bacteria,p__proteobacteria,c__deltaproteobacteria,o__desulfobacterales,f__desulfobulbaceae,g__desulfocapsa,s__desulfocapsa spp.,0.477121255,0.698970004,0.477121255,0.477121255,0.477121255,0.301029996,0.698970004,0.477121255,0,0,0.301029996,0.77815125,0.698970004,0,0.301029996,0.698970004,0.602059991,0,0.698970004,0.84509804,1.079181246,0.77815125,1.041392685,0.301029996,0.698970004,1.204119983,0.477121255,1.176091259,1.204119983,0.77815125,0.954242509,0.954242509,0.84509804,1.361727836,1.342422681,0.602059991,1.079181246,1.69019608,3.021189299,1.079181246,2.274157849,2.037426498,2.068185862,1.785329835,0.301029996,0.84509804,0.84509804,0.602059991,0.301029996,0.698970004,0.477121255,1.602059991,0.903089987,1.113943352,0.954242509,0.77815125,1.176091259,1.278753601,2.79518459,3.296006669,2.068185862,2.584331224,3.403120521,1.204119983,1.62324929,2.72916479,2.255272505,2.565847819,1.591064607,0.84509804,1.612783857,0.698970004,1,0.77815125,1.544068044,1,0.954242509,0.698970004,0.698970004,0.602059991,0.477121255,1.146128036,1.505149978,0.602059991,0.602059991,0.602059991,1.113943352,0.77815125,0.77815125,0.954242509,1.079181246,0.698970004,0.602059991,1.230448921,0.301029996,1.447158031,0.602059991,0,0,0.84509804,0.84509804
OTU_72,candidatus alysiosphaera europeae ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__alphaproteobacteria,f__alphaproteobacteria,g__candidatus alysiosphaera,s__candidatus alysiosphaera europeae,0.477121255,0,0,0,0.301029996,0.301029996,0,0.301029996,0.477121255,0,0.84509804,0.477121255,0,0.301029996,0.477121255,0.77815125,0,0,0.477121255,0.602059991,1.531478917,0.602059991,1.633468456,0.477121255,0,1.041392685,0.477121255,0.698970004,0.903089987,0.477121255,0.903089987,0.477121255,1.113943352,1.397940009,0.84509804,0,1.959041392,0,0.602059991,0,2,1.62324929,2.838849091,1.86332286,0.477121255,0.698970004,0.954242509,0.477121255,0.301029996,0,0.301029996,2.222716471,1.380211242,1.491361694,1.544068044,1.146128036,1.556302501,1.51851394,2.526339277,2.338456494,4.387033701,2.357934847,2.671172843,1.146128036,1.77815125,2.120573931,2.369215857,1.880813592,1.431363764,0.602059991,1.954242509,0.477121255,1.176091259,0.698970004,1.851258349,1.176091259,1.397940009,1.342422681,1,0.77815125,0.954242509,1.079181246,1.662757832,0.903089987,0.903089987,1.255272505,1.431363764,0.84509804,1.431363764,1.204119983,1.322219295,0.698970004,0.954242509,1.792391689,1,1.924279286,0.698970004,0,0,1.322219295,1.255272505
OTU_231,uncultured desulfoglaeba sp. ,k__bacteria,p__proteobacteria,c__deltaproteobacteria,o__syntrophobacterales,f__syntrophobacteraceae,g__desulfoglaeba,s__desulfoglaeba spp.,1.301029996,1.176091259,0.77815125,1.041392685,0.84509804,1,0.84509804,0.698970004,1,0.301029996,1.079181246,1.414973348,0.477121255,0.84509804,0.903089987,1.041392685,1.041392685,0.903089987,1.278753601,1.491361694,2.309630167,2.863917377,2.531478917,0.77815125,1.079181246,2.766412847,2.571708832,3.058805487,2.149219113,3.035829825,2.965201701,2.621176282,2.586587305,2.342422681,1.892094603,0.903089987,2.7930916,1,1.505149978,0.84509804,2.033423755,1.531478917,1.73239376,1.505149978,0.84509804,1.041392685,2.640481437,0.954242509,0.903089987,0.301029996,0.84509804,1,0.698970004,0.301029996,0.477121255,0.477121255,0.698970004,0,1.322219295,0.954242509,1.079181246,1.041392685,1.255272505,2.071882007,2.84135947,0.698970004,1.361727836,0.301029996,1.462397998,0,1.079181246,0,0.301029996,0.301029996,0.84509804,0.477121255,0.602059991,0,0,0.477121255,0,0.301029996,0.954242509,0,0.477121255,0,0,0,0.477121255,0.698970004,0.301029996,0,0,0.477121255,0,0.602059991,0,0,0,0.602059991,0
OTU_12194,aj458492.1 methylosinus trichosporium str. m23  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__methylosinus,s__methylosinus trichosporium,1.041392685,0.77815125,0.477121255,0.602059991,1.716003344,1.633468456,0.602059991,2.775974331,2.553883027,1,2.53529412,1.477121255,0.477121255,0.698970004,2.600972896,1.342422681,2.785329835,0.77815125,0.602059991,1.041392685,1.230448921,1.041392685,1.113943352,0.301029996,0.301029996,1.342422681,0.77815125,1.361727836,1.342422681,0.602059991,1,1.041392685,0.903089987,1.342422681,1.397940009,0.77815125,1.176091259,0.301029996,0.954242509,0.477121255,1.176091259,1.041392685,1.322219295,0.954242509,0.477121255,0.602059991,0.602059991,0.602059991,0.477121255,0.477121255,1.230448921,2.269512944,0.602059991,3.06595298,3.235528447,1.041392685,1.278753601,1.176091259,1.146128036,1.146128036,1.633468456,1.079181246,1.380211242,0.903089987,0.84509804,1.255272505,1.278753601,1,0.84509804,0.301029996,1.204119983,0.477121255,0.84509804,0,1.447158031,0.477121255,1,0.698970004,0.301029996,0.301029996,0,0.602059991,1.176091259,1.414973348,0.602059991,1.361727836,0.903089987,0.77815125,1.892094603,0.77815125,0,0,0.301029996,0.602059991,0,1.079181246,0,0,0,2.515873844,0.602059991
OTU_288,hyphomicrobium sp. w1_1b ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__hyphomicrobiaceae,g__hyphomicrobium,s__hyphomicrobium sp.,1.204119983,0.602059991,0.602059991,0.301029996,1.079181246,0.954242509,0.301029996,0.954242509,0.602059991,0.84509804,1.361727836,0.77815125,0.301029996,1.041392685,0.301029996,1.431363764,0.301029996,0,1.113943352,1.301029996,1.716003344,1.230448921,1.568201724,0.84509804,0.602059991,2.371067862,2.227886705,1.612783857,2.365487985,0.954242509,1.477121255,1.113943352,1.204119983,2.075546961,1.740362689,0.301029996,1.544068044,0.698970004,2.178976947,0.903089987,2.206825876,2.198657087,1.740362689,1.431363764,0.301029996,2.322219295,2.444044796,2.51054501,0.77815125,0.477121255,1.041392685,1.672097858,0.84509804,0.477121255,0.77815125,0.301029996,0.301029996,0.77815125,1.301029996,1.278753601,1.612783857,1.62324929,1.886490725,0.77815125,1,1.322219295,2.220108088,1.447158031,1,0.301029996,2.568201724,0.301029996,2.563481085,0,1.361727836,0.301029996,0,0.477121255,0,0.477121255,0.301029996,0.301029996,0.698970004,0.77815125,0.477121255,0.698970004,0.602059991,0.301029996,0.903089987,0.698970004,1.301029996,0.301029996,0,1.041392685,0,0.954242509,0.301029996,0,0,0.954242509,0.954242509
OTU_16300,dq655708.1 bloom_forming freshwater zone shal coastal lagoon (south atlantic ocean) clone j  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__sphingomonadales,f__sphingomonadaceae,g__sphingomonas,s__sphingomonas echinoides,1,0.477121255,0.602059991,0,0.77815125,2.346352974,0,1.342422681,0.698970004,0.698970004,0.698970004,0.698970004,0.602059991,1.531478917,0.301029996,3.167021796,0,0.477121255,0.84509804,0.77815125,1.204119983,0.77815125,1.301029996,0.954242509,0.477121255,1.322219295,0.698970004,1.462397998,1.361727836,0.77815125,1.230448921,1.041392685,1.176091259,1.505149978,1.041392685,0.602059991,1.113943352,0.477121255,0.477121255,0.903089987,0.954242509,1.041392685,1.342422681,1.176091259,0.477121255,0.602059991,1.079181246,1.041392685,0.301029996,0.698970004,2.1430148,1.857332496,3.162862993,2.1430148,1.556302501,0.903089987,0.903089987,1.255272505,1.672097858,1.414973348,1.851258349,1.301029996,1.612783857,0.698970004,1.079181246,1.591064607,1.662757832,1.531478917,0.84509804,0,1.397940009,1.880813592,0.77815125,0,2.764922985,0.602059991,0.477121255,0.477121255,0.698970004,1.041392685,0.602059991,0.602059991,0.903089987,3.074084689,2.243038049,0.477121255,2.365487985,0,0.77815125,0.903089987,0.301029996,0,0,0.84509804,0.698970004,1.230448921,0,0,0,1,0.84509804
OTU_206,fj811877.1 leifsonia shinshuensis str. ma2_gfj  ,k__bacteria,p__actinobacteria,c__actinobacteria,o__actinomycetales,f__microbacteriaceae,g__cryocola,s__cryocola spp.,1.301029996,0.477121255,0.477121255,1.838849091,0.903089987,3.124830149,0.477121255,0,1.908485019,0.698970004,1.079181246,1.113943352,0.698970004,0.84509804,0.602059991,2.322219295,1.079181246,0.602059991,0.77815125,2.136720567,1.278753601,0.954242509,1,0.84509804,2.245512668,1,0.698970004,1.079181246,1.079181246,0.84509804,1.361727836,1.041392685,0.477121255,2.064457989,0.954242509,0.301029996,0.903089987,1.681241237,1.113943352,1.612783857,1.491361694,1.431363764,0.954242509,0.84509804,2.068185862,0.477121255,0.84509804,0.84509804,1.707570176,1.079181246,1.414973348,1.69019608,0.602059991,0.903089987,1.041392685,0.84509804,0.954242509,0.698970004,0.84509804,1.86923172,0.602059991,1.602059991,1.397940009,1.204119983,0.84509804,1.204119983,1.113943352,0.84509804,0.477121255,0.477121255,1.447158031,0,1.954242509,0.602059991,0.602059991,0.903089987,0.477121255,0,0,1.812913357,2,3.181271772,1.176091259,0.84509804,0,0.477121255,0.301029996,0.602059991,0.477121255,0.477121255,1,0,0.301029996,0.477121255,0,0.954242509,0.477121255,0,0,0.602059991,2.276461804
OTU_266,uncultured pseudomonas sp. ,k__bacteria,p__proteobacteria,c__gammaproteobacteria,o__pseudomonadales,f__pseudomonadaceae,g__pseudomonas,s__pseudomonas spp.,1.579783597,1.204119983,1.414973348,1.982271233,1.146128036,0.954242509,0.602059991,0.602059991,0.903089987,0.84509804,1.113943352,1.146128036,1.949390007,0.301029996,0.84509804,0.77815125,1.278753601,2.120573931,0.903089987,1.204119983,2.220108088,1.431363764,2.123851641,2.450249108,1,1.361727836,2.10720997,2.315970345,1.698970004,0.602059991,1.568201724,1.62324929,2.130333768,1.602059991,1,0.77815125,0.602059991,0.77815125,0.84509804,0.77815125,1.380211242,1.176091259,1.707570176,1.079181246,0.602059991,0.301029996,0.903089987,0.698970004,0.698970004,0.602059991,2,1.079181246,0.477121255,0,0.84509804,0.602059991,1.380211242,0.77815125,1.146128036,0.77815125,1.079181246,1.255272505,1.755874856,0.477121255,0.698970004,1.447158031,0.84509804,1.431363764,0.602059991,0.477121255,0.602059991,0.77815125,0,0.301029996,1.447158031,0,0.903089987,0.477121255,0.301029996,0.602059991,1,0.903089987,0.301029996,1.62324929,2.495544338,2.214843848,0.477121255,0.477121255,0.301029996,0.477121255,0.477121255,0.698970004,1.447158031,0.477121255,0.477121255,0.602059991,0.301029996,0,0,0,0.301029996
OTU_15046,am696709.1 rhodovulum strictum str. ja180  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodobacterales,f__rhodobacteraceae,g__rhodovulum,s__rhodovulum strictum,0.602059991,0.698970004,0.698970004,0.477121255,0.477121255,0.602059991,0.301029996,0.698970004,0.602059991,0.301029996,1.041392685,0,0,0.84509804,0.301029996,1.255272505,0.602059991,0,0.84509804,0.602059991,2.056904851,1.431363764,1.949390007,1,0.698970004,2.190331698,1.72427587,1.806179974,1.826074803,1.079181246,1.681241237,1.447158031,2.389166084,1.903089987,2.793790385,0.698970004,1.86332286,0.77815125,1.681241237,2.136720567,2.079181246,2.10720997,2.85672889,2.589949601,0,0.698970004,1.342422681,1.079181246,0.301029996,0.602059991,0.84509804,1.361727836,0.698970004,0.84509804,1.079181246,0.301029996,0.477121255,0.77815125,2.093421685,2.173186268,2.117271296,1.819543936,2.342422681,0.602059991,1.819543936,2.710117365,2.810232518,2.477121255,1.230448921,0,1.301029996,0.301029996,0.84509804,0,1.146128036,0.477121255,0.477121255,0.301029996,0.602059991,0.698970004,0,0.477121255,0.954242509,0.477121255,0,0,0.84509804,0,0.602059991,0.698970004,0.301029996,0,0.301029996,0.903089987,0,1.041392685,0,0,0,0.698970004,0.77815125
OTU_7,uncultured chlorogloeopsis sp. ,k__bacteria,p__cyanobacteria,c__cyanobacteria,o__stigonematales,f__stigonematales,g__chlorogloeopsis,s__chlorogloeopsis spp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.071882007,1.431363764,1.397940009,1.84509804,1.278753601,2.217483944,1.949390007,2.173186268,1.934498451,1.857332496,2.195899652,2.212187604,2.08278537,2.146128036,1.792391689,2.23299611,1.579783597,1.929418926,1.079181246,2.08278537,3.052693942,1.62324929,3.070776463,4.455940641,3.950413539,3.285332228,2.536558443,1.278753601,2.913283902,1.361727836,3.170261715,4.662644523,1.462397998,1,1.342422681,0.954242509,1.477121255,1.491361694,1.505149978,1.361727836,2.850646235,1.079181246,2.792391689,2.745855195,2.942008053,1.568201724,0,0,1.505149978,1.544068044
OTU_92,thiohalocapsa halophila ,k__bacteria,p__proteobacteria,c__gammaproteobacteria,o__chromatiales,f__chromatiaceae,g__thiohalocapsa,s__thiohalocapsa halophila,0.602059991,0.301029996,0.698970004,0.477121255,0.602059991,0.301029996,0.602059991,0.301029996,0,0,0.301029996,0.477121255,0.698970004,0.477121255,0.301029996,0.84509804,0.301029996,0,0.301029996,0.477121255,0.84509804,0.903089987,0.903089987,0.602059991,0.477121255,0.77815125,0.301029996,1.041392685,0.954242509,0.301029996,0.477121255,0.301029996,0.903089987,0.77815125,0.903089987,0.301029996,0.84509804,2.607455023,2.77524626,0.77815125,1.799340549,2.096910013,1.301029996,0.602059991,0.602059991,0,1.041392685,0.477121255,0.477121255,0,0.602059991,1.681241237,0.903089987,0.903089987,1.278753601,0.954242509,1.51851394,1.255272505,3.694692926,2.06069784,1.653212514,3.203304916,3.295127085,1.278753601,1.84509804,2,2.320146286,1.770852012,2.437750563,0.903089987,1.662757832,0.954242509,0.84509804,0.602059991,1.505149978,0.84509804,1.278753601,0.301029996,0.903089987,0.77815125,0.698970004,1.322219295,1.505149978,0.301029996,0.698970004,1.079181246,1.079181246,1.612783857,0.84509804,1.857332496,1.113943352,0.903089987,0.903089987,1.301029996,0.698970004,1.51851394,0.903089987,0,0,1,0.903089987
OTU_90,tropicibacter sp. cect 7557 ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodobacterales,f__rhodobacteraceae,g__tropicibacter,s__tropicibacter sp.,0.77815125,0.301029996,0.301029996,0.477121255,0.954242509,1.230448921,0.301029996,0.477121255,0,0,0.84509804,0.602059991,0.477121255,0.77815125,0,1.278753601,0,0.301029996,0.954242509,0.903089987,2.31386722,1.662757832,2.133538908,1,0.77815125,2.049218023,1.361727836,1.86923172,1.799340549,1.505149978,1.770852012,1.361727836,1.51851394,2.487138375,2.772321707,1.079181246,1.86923172,1.041392685,1.176091259,2.691965103,1.770852012,1.903089987,3.007747778,2.542825427,0.477121255,1.380211242,1.113943352,1.079181246,0.301029996,0.602059991,1,1.230448921,1,0.698970004,0.77815125,0.698970004,0.602059991,0.602059991,2.093421685,2.382017043,1.986771734,1.832508913,2.201397124,0.301029996,2.10720997,2.649334859,2.342422681,2.894869657,0.954242509,0,1.204119983,0,0.301029996,0,1.176091259,0.77815125,0.698970004,0,0.301029996,0.477121255,0,0.477121255,0.477121255,0.602059991,0.477121255,0.301029996,0.301029996,0.301029996,0.477121255,0.301029996,0.477121255,0,0,0.602059991,0,0.954242509,0,0,0,0.301029996,0.954242509
OTU_15337,uncultured streptococcus sp. ,k__bacteria,p__firmicutes,c__bacilli,o__lactobacillales,f__streptococcaceae,g__streptococcus,s__streptococcus spp.,0.84509804,0.602059991,1.755874856,1.812913357,0.477121255,0.77815125,2.338456494,0.602059991,0.477121255,0,0.903089987,1.612783857,1.51851394,1.857332496,0.477121255,1.176091259,1.255272505,0.954242509,0.602059991,2.346352974,0.602059991,0,0.602059991,0.301029996,0.698970004,0.477121255,0.903089987,0.301029996,0.602059991,0,0.477121255,0.477121255,0,0.477121255,0,0,0.301029996,0.477121255,0.301029996,0,0.477121255,0.477121255,0.301029996,1,1.146128036,0.301029996,0.301029996,0,0.602059991,1.72427587,1.698970004,2.357934847,1.544068044,2.250420002,2.155336037,1.361727836,2.693726949,2.607455023,1.602059991,0.954242509,1.146128036,0.84509804,1.505149978,1.447158031,1.255272505,0.954242509,1.113943352,0.698970004,0.698970004,2.274157849,2.725094521,1.255272505,1.755874856,1.892094603,1.72427587,1.69019608,2.267171728,0.698970004,1.146128036,1.322219295,0.903089987,2.969415912,1.278753601,1,0.954242509,0.602059991,0.301029996,0.301029996,1.322219295,0,0.698970004,1.113943352,0,0.477121255,0.477121255,0.903089987,1.431363764,0,0,1.041392685,0.301029996
OTU_141,uncultured acidobacterium sp. ,k__bacteria,p__acidobacteria,c__acidobacteriia,o__acidobacteriales,f__acidobacteriaceae,g__acidobacterium,s__acidobacterium spp.,1.041392685,0.602059991,0.602059991,0.602059991,3.056904851,1.505149978,0.602059991,2.838219222,0,0.477121255,2.968015714,0.954242509,0,0.77815125,1.86332286,0.77815125,0.77815125,0.301029996,1.146128036,1.113943352,1.146128036,0.301029996,1.230448921,0.602059991,0.477121255,0.903089987,0.602059991,1.113943352,1.041392685,0.477121255,0.903089987,0.954242509,0.698970004,0.84509804,1.079181246,0.602059991,0.602059991,0.477121255,0.301029996,0.301029996,1.301029996,1.041392685,1.278753601,0.602059991,0.77815125,0,0.77815125,0.477121255,0.301029996,0.602059991,0.698970004,2.404833717,0.698970004,3.306853749,1.113943352,0.477121255,1.278753601,1.230448921,1.505149978,1.230448921,1.255272505,1.397940009,1.612783857,1,1,1.113943352,1.342422681,1.230448921,0.903089987,0.698970004,1.255272505,0,0.477121255,0.301029996,1.176091259,0.77815125,1.643452676,2.526339277,0.77815125,0.698970004,1.079181246,0.602059991,1.414973348,0.698970004,0,2.155336037,2.271841607,0.477121255,3.137354111,0.77815125,0.698970004,0,0.477121255,1.113943352,0.602059991,2.178976947,0.698970004,0,0,0.84509804,0.301029996
OTU_17016,pseudomonas mendocina ,k__bacteria,p__proteobacteria,c__gammaproteobacteria,o__pseudomonadales,f__pseudomonadaceae,g__pseudomonas,s__pseudomonas mendocina,1.342422681,0.903089987,2.409933123,0,0.77815125,1.672097858,1.755874856,1.579783597,0.602059991,1.301029996,0.477121255,1.698970004,0.77815125,0,0.301029996,0.77815125,2.442479769,1.176091259,1.176091259,0.698970004,1.322219295,0.602059991,0.954242509,1.959041392,0.84509804,0.477121255,0,1.322219295,1.342422681,0.301029996,0.477121255,0.301029996,0.698970004,0.954242509,0.903089987,0,0.77815125,1.477121255,0.602059991,0.301029996,0.84509804,0.84509804,1.176091259,0.903089987,0.477121255,0,0.77815125,0.301029996,0.477121255,0,0.477121255,1.51851394,2.033423755,1,1.278753601,0.903089987,1.763427994,0.903089987,1.361727836,1.041392685,0.903089987,1.342422681,1.380211242,0.698970004,1.146128036,1.301029996,1.322219295,1.255272505,1.176091259,0.477121255,1.230448921,2.086359831,0.698970004,1.897627091,2.579783597,0.477121255,2.580924976,0.77815125,2.053078443,1.662757832,2.914343157,1.146128036,0.698970004,0.477121255,1.079181246,2.012837225,0.698970004,0.84509804,0.301029996,0.954242509,0.477121255,1.079181246,0.301029996,0.477121255,0.602059991,0.698970004,0.301029996,0,0,0.301029996,0.477121255
OTU_109,uncultured caulobacter sp. ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__caulobacterales,f__caulobacteraceae,g__caulobacter,s__caulobacter spp.,0,0.698970004,0,0.301029996,1,2.733197265,0.477121255,0.301029996,0.301029996,0,2.489958479,0.301029996,0,0.698970004,0,0.602059991,0.301029996,0,0.77815125,0.903089987,1.079181246,0.477121255,1,0.77815125,0,1.230448921,0.477121255,1.204119983,0.954242509,0.477121255,0.954242509,0,0.77815125,1,1.113943352,0.301029996,0.77815125,0.301029996,0.477121255,0,0.84509804,0.698970004,1.079181246,0.602059991,0,0,0.698970004,0.301029996,0,1.176091259,0.477121255,3.696443763,1.301029996,3.473048805,1.477121255,2.320146286,1.544068044,1.73239376,2.053078443,1.698970004,2.29666519,1.681241237,2,1.146128036,1.72427587,1.591064607,2.008600172,1.819543936,1.380211242,0.477121255,1.799340549,0.954242509,0.954242509,0.301029996,1.681241237,0.698970004,1.579783597,1.322219295,0.77815125,0.698970004,0.477121255,1.113943352,1.431363764,2.252853031,0.698970004,1.361727836,1.301029996,0.84509804,1.579783597,1.361727836,1.079181246,0,0.602059991,1.342422681,0.477121255,1.653212514,0.602059991,0,0,1.602059991,1.278753601
